source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
rub_cuban_american_national_fo,cuba,opposes,state,inferred,yes,opposes,https://en.wikipedia.org/wiki/Cuban_American_National_Foundation,_mined,,
rub_cuban_american_national_fo,cuba,advocated_isolation_of,state,inferred,yes,advocated isolation of,https://en.wikipedia.org/wiki/Cuban_American_National_Foundation,_mined,,
per_rebecca_heinegg,ccr,intern,party,inferred,yes,intern,https://kunstlerlaw.net/index.php/rebecca-heinegg/,_mined,,
rub_p_george_galloway,russia,foreign_tie,state,inferred,yes,foreign tie,https://en.wikipedia.org/wiki/George_Galloway,_mined,,
pflp,rub_hamas,collaborator,terror,inferred,no,collaborator,https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine,_mined,,
iran,rub_palestinian_islamic_jihad,funds,terror,inferred,yes,funds,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad,_mined,,
rub_hamas,rub_palestinian_islamic_jihad,collaborator,terror,inferred,no,collaborator,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad,_mined,,
rub_palestinian_islamic_jihad,rub_hezbollah,foreign_tie,terror,inferred,yes,foreign tie,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad,_mined,,
pflp,rub_palestinian_islamic_jihad,collaborator,terror,inferred,no,collaborator,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad,_mined,,
per_banbose_shango,rub_national_network_on_cuba,co_chair,veneer,inferred,yes,co chair,https://www.okgazette.com/arts-culture/strong-spines-3804530,_mined,,
cuba,icap,affiliation,state,inferred,no,affiliation,https://www.fgbrdkuba.de/,_mined,,
per_cheri_honkala,hub_hugo_chavez,met,veneer,inferred,yes,met,https://www.economichumanrights.org/speaking-engagements/,_mined,,
prashad,singham,associate,party,inferred,no,associate,https://en.wikipedia.org/wiki/Vijay_Prashad,_mined,,
rub_p_ren_gonz_lez,rub_brothers_to_the_rescue,infiltrated,state,inferred,yes,infiltrated,https://en.wikipedia.org/wiki/Brothers_to_the_Rescue | https://en.wikipedia.org/wiki/Ramón_Labañino | https://en.wikipedia.org/wiki/Cuban_Five,_mined,,
rub_brothers_to_the_rescue,cuba,opposes,state,inferred,yes,opposes,https://en.wikipedia.org/wiki/Brothers_to_the_Rescue,_mined,,
rub_faln,rub_macheteros,collaborator,context,inferred,no,collaborator,https://en.wikipedia.org/wiki/Macheteros,_mined,,
per_maurice_cook,brian_becker,appeared_with,party,inferred,yes,appeared with,https://sputnikglobe.com/20200627/huge-covid-spikes-in-us-as-trump-tries-to-cut-health-care-for-millions-1079731935.html,_mined,,
per_frank_avellone,hub_lawyers_better_housing,role,veneer,inferred,yes,role,https://lcbh.org/lcbh-helps-save-the-kcro/,_mined,,
hub_lawyers_better_housing,p_chicago_housing_justice_league,affiliation,party,inferred,no,affiliation,https://lcbh.org/lcbh-helps-save-the-kcro/,_mined,,
hub_communities_united,p_chicago_housing_justice_league,affiliation,party,inferred,no,affiliation,https://lcbh.org/lcbh-helps-save-the-kcro/,_mined,,
pf,prashad,hosted,veneer,inferred,yes,hosted,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
pf,samidoun,co_signatory,terror,inferred,no,co signatory,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
chung,pf,director,party,inferred,yes,director,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
singham,chung,funds,money,inferred,yes,funds,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
answer,codepink,partners,party,inferred,no,partners,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
answer,psl,partners,party,inferred,no,partners,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
answer,pf,partners,party,inferred,no,partners,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
dsa,pf,partners,veneer,inferred,no,partners,https://www.influencewatch.org/non-profit/the-peoples-forum/,_mined,,
rub_black_liberation_army,rub_black_panther_party,split,context,inferred,yes,split,https://en.wikipedia.org/wiki/Black_Liberation_Army,_mined,,
rub_black_liberation_army,rub_black_panther_party,affiliation,context,inferred,no,affiliation,https://en.wikipedia.org/wiki/Black_Liberation_Army,_mined,,
rub_black_liberation_army,rub_republic_of_new_afrika,affiliation,context,inferred,no,affiliation,https://en.wikipedia.org/wiki/Black_Liberation_Army,_mined,,
evans,ipa,member,money,inferred,yes,member,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp,_mined,,
delossantos,tricontinental,associate,party,inferred,no,associate,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp,_mined,,
delacruz,ipa,attended,party,inferred,yes,attended,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp,_mined,,
rub_p_opal_tometi,rub_p_alicia_garza,contacted,context,inferred,yes,contacted,https://en.wikipedia.org/wiki/Opal_Tometi,_mined,,
venezuela,rub_p_opal_tometi,invited,state,inferred,yes,invited,https://en.wikipedia.org/wiki/Opal_Tometi,_mined,,
alvin_benjamin,benjamin,relative,money,inferred,no,relative,https://www.discoverthenetworks.org/individuals/medea-benjamin/,_mined,"BF's original funder was Medea Benjamin's late father, Long Island real-estate developer Alvin Benjamin.",
benjamin,rose_benjamin,relative,context,inferred,no,relative,https://en.wikipedia.org/wiki/Medea_Benjamin | https://www.influencewatch.org/non-profit/benjamin-fund/,_mined,"Medea Benjamin was born Susan Benjamin on September 10, 1952, daughter of Alvin and Rose Benjamin.",
benjamin,rub_students_for_a_democratic,member,context,inferred,yes,member,https://en.wikipedia.org/wiki/Medea_Benjamin,_mined,She also joined the Students for a Democratic Society.,
benjamin,hub_green_party,affiliation,context,inferred,no,affiliation,https://en.wikipedia.org/wiki/Medea_Benjamin,_mined,,
benjamin,hub_green_shadow_cabinet,role,context,inferred,yes,role,https://en.wikipedia.org/wiki/Medea_Benjamin,_mined,"In 2015, the Green Party created a shadow cabinet, naming Benjamin as the shadow Secretary of State.",
benjamin,cuba,aided,state,inferred,yes,aided,https://en.wikipedia.org/wiki/Medea_Benjamin,_mined,,
codepink,cuba,aided,state,inferred,yes,aided,https://en.wikipedia.org/wiki/Medea_Benjamin,_mined,,
p_stop_mass_incarceration_network,per_carl_dix,co_founder,party,inferred,no,co founder,https://revcom.us/movement-for-revolution/stop-mass-incarceration/stop-mass-incarceration-carl-dix.html,_mined,,
rub_p_nayef_hawatmeh,pflp,founder,terror,inferred,yes,founder,https://en.wikipedia.org/wiki/Nayef_Hawatmeh,_mined,,
per_makayla_heiser,codepink,campaign_manager,state,inferred,yes,campaign manager,https://www.influencewatch.org/organization/united-states-against-sweatshops/,_mined,,
psl,answer,founder,party,inferred,yes,founder,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
psl,tricontinental,foreign_tie,party,inferred,yes,foreign tie,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
prashad,btm,role,party,inferred,yes,role,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
benjamin,evans,co_founder,context,inferred,no,co founder,https://en.wikipedia.org/wiki/Jodie_Evans,_mined,,
iran,new_horizon,affiliation,state,inferred,no,affiliation,https://home.treasury.gov/news/press-releases/sm611,_mined,,
ann_wright,codepink,director,context,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/262823386,_mined,,
codepink,china,advocates,state,inferred,yes,advocates,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/,_mined,,
psf,ucf,funds,money,inferred,yes,funds,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/,_mined,,
rub_may_19th_communist_organiz,rub_weather_underground,formed_by,context,inferred,yes,formed by,https://en.wikipedia.org/wiki/May_19th_Communist_Organization,_mined,,
rub_may_19th_communist_organiz,rub_black_liberation_army,combination,context,inferred,yes,combination,https://en.wikipedia.org/wiki/May_19th_Communist_Organization,_mined,,
rub_may_19th_communist_organiz,rub_weather_underground,combination,context,inferred,yes,combination,https://en.wikipedia.org/wiki/May_19th_Communist_Organization,_mined,,
per_kevin_zeese,per_margaret_flowers,partner,veneer,inferred,no,partner,https://www.gp.org/2018_sc_elections,_mined,,
press_tv,iran,located_in,state,inferred,yes,located in,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45062,_mined,,
jvp,hub_ifnotnow,co-organizer,context,inferred,yes,co-organizer,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,_mined,"co-organized Gaza ceasefire protests/rallies (2023- ), incl. Oct 2023 DC rally, DNC HQ demo, Columbia protests",https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp
jvp,rub_hamas,justified,terror,inferred,yes,justified,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,_mined,,
per_pat_alviso,hub_military_families_speak_out,coordinator,veneer,inferred,yes,coordinator,https://www.nnomy.org/about-us/steering-committee,_mined,,
per_banbose_shango,afgj,director,veneer,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/522094677,_mined,,
per_nathan_sheard,afgj,director,veneer,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/522094677,_mined,,
per_dakotah_lilly,per_cindy_sheehan,attended,veneer,inferred,yes,attended,https://cindysheehanssoapbox.blogspot.com/2018/02/?m=0,_mined,,
per_dakotah_lilly,venezuela,attended,state,inferred,yes,attended,https://cindysheehanssoapbox.blogspot.com/2018/02/?m=0,_mined,,
rub_fair_play_for_cuba_committ,cuba,organized trips to,state,inferred,yes,organized trips to,https://en.wikipedia.org/wiki/Fair_Play_for_Cuba_Committee,_mined,,
rub_fair_play_for_cuba_committ,rub_p_robert_f_williams,associate,context,inferred,no,associate,https://en.wikipedia.org/wiki/Fair_Play_for_Cuba_Committee,_mined,,
rub_p_robert_f_williams,rub_republic_of_new_afrika,president,context,inferred,yes,president,https://en.wikipedia.org/wiki/Robert_F._Williams,_mined,,
rub_p_robert_f_williams,cuba,traveled_to,state,inferred,yes,traveled to,https://en.wikipedia.org/wiki/Robert_F._Williams,_mined,,
rub_p_robert_f_williams,china,traveled_to,state,inferred,yes,traveled to,https://en.wikipedia.org/wiki/Robert_F._Williams,_mined,,
rub_p_bernardine_dohrn,rub_p_bill_ayers,spouse,context,inferred,no,spouse,https://en.wikipedia.org/wiki/Bernardine_Dohrn,_mined,,
rub_p_bernardine_dohrn,nlg,organizer,context,inferred,yes,organizer,https://en.wikipedia.org/wiki/Bernardine_Dohrn,_mined,,
rub_p_bernardine_dohrn,rub_students_for_a_democratic,officer,context,inferred,yes,officer,https://en.wikipedia.org/wiki/Bernardine_Dohrn,_mined,,
rub_p_bernardine_dohrn,rub_p_bill_ayers,collaborator,context,inferred,no,collaborator,https://en.wikipedia.org/wiki/Bernardine_Dohrn,_mined,,
p_interoccupy,hub_occupy_wall_street,began_with,party,inferred,yes,began with,https://www.influencewatch.org/organization/interoccupy/,_mined,,
codepink,iran,traveled_to,state,inferred,yes,traveled to,https://www.codepink.org/pretrip,_mined,,
benjamin,ann_wright,traveled_with,context,inferred,yes,traveled with,https://www.codepink.org/pretrip,_mined,,
per_kevin_zeese,per_margaret_flowers,co_founder,veneer,inferred,no,co founder,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
codepink,per_kevin_zeese,associate,context,inferred,no,associate,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
benjamin,per_kevin_zeese,associate,context,inferred,no,associate,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
maduro,per_kevin_zeese,associate,state,inferred,no,associate,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
hub_green_party,per_kevin_zeese,associate,party,inferred,no,associate,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
per_kevin_zeese,per_margaret_flowers,associate,veneer,inferred,no,associate,https://en.wikipedia.org/wiki/Kevin_Zeese,_mined,,
codepink,zarif,met,state,inferred,yes,met,https://www.codepink.org/day_3 | https://www.nejatngo.org/en/posts/9569,_mined,,
zarif,iran,role,state,inferred,yes,role,https://www.codepink.org/day_3,_mined,,
ann_wright,benjamin,collaborator,context,inferred,no,collaborator,https://www.codepink.org/day_3,_mined,,
rub_p_paul_larudee,iran,born_in,state,inferred,yes,born in,https://en.wikipedia.org/wiki/Paul_Larudee,_mined,,
rub_p_paul_larudee,press_tv,appeared_on,state,inferred,yes,appeared on,https://en.wikipedia.org/wiki/Paul_Larudee,_mined,,
rub_p_paul_larudee,rub_hamas,met,terror,inferred,yes,met,https://en.wikipedia.org/wiki/Paul_Larudee,_mined,,
afgj,rub_national_network_on_cuba,member,party,inferred,yes,member,https://nnoc.org/member-orgs/,_mined,,
ips,rub_national_network_on_cuba,member,veneer,inferred,yes,member,https://nnoc.org/member-orgs/,_mined,,
ann_wright,benjamin,associate,context,inferred,no,associate,https://www.codepink.org/day_2,_mined,,
press_tv,hispantv,spanish_version,state,inferred,yes,spanish version,https://en.wikipedia.org/wiki/HispanTV,_mined,"The channel is similar to Press TV, an English language news channel and Al-Alam, an Arabic satellite TV station also owned by the Iranian state.",
per_kevin_zeese,per_margaret_flowers,co-arrested,veneer,inferred,yes,co-arrested,https://popularresistance.org/declaration-of-the-embassy-protection-collective/,_mined,,
per_kevin_zeese,dpaul,co-arrested,veneer,inferred,yes,co-arrested,https://popularresistance.org/declaration-of-the-embassy-protection-collective/,_mined,,
per_margaret_flowers,dpaul,co-arrested,veneer,inferred,yes,co-arrested,https://popularresistance.org/declaration-of-the-embassy-protection-collective/,_mined,,
rub_weather_underground,rub_students_for_a_democratic,split_from,context,inferred,yes,split from,https://en.wikipedia.org/wiki/Weather_Underground,_mined,,
rub_weather_underground,rub_may_19th_communist_organiz,succeeded,context,inferred,yes,succeeded,https://en.wikipedia.org/wiki/Weather_Underground,_mined,,
rub_black_panther_party,rub_weather_underground,associate,context,inferred,no,associate,https://en.wikipedia.org/wiki/Weather_Underground,_mined,,
cuba,rub_weather_underground,funds,money,inferred,yes,funds,https://en.wikipedia.org/wiki/Weather_Underground,_mined,,
rub_weather_underground,rub_may_19th_communist_organiz,member,context,inferred,yes,member,https://en.wikipedia.org/wiki/Weather_Underground,_mined,,
rub_p_antonio_guerrero,rub_brothers_to_the_rescue,infiltrated,state,inferred,yes,infiltrated,https://en.wikipedia.org/wiki/Ramón_Labañino | https://en.wikipedia.org/wiki/Cuban_Five,_mined,,
rub_p_ram_n_laba_ino,rub_brothers_to_the_rescue,infiltrated,state,inferred,yes,infiltrated,https://en.wikipedia.org/wiki/Ramón_Labañino | https://en.wikipedia.org/wiki/Cuban_Five,_mined,,
singham,hub_hugo_chavez,praised,money,inferred,yes,praised,https://en.wikipedia.org/wiki/Neville_Roy_Singham,_mined,,
singham,ipa,funds,money,inferred,yes,funds,https://en.wikipedia.org/wiki/Neville_Roy_Singham,_mined,,
singham,answer,network,money,inferred,yes,network,https://en.wikipedia.org/wiki/Neville_Roy_Singham,_mined,,
